row_id,review_id,overall_sentiment,ground_truth_sentiment,aspect_sentiment,aspect_summary,high_category
11038,5329,negative,0,negative,Rear camera quality is not good,PHONE
11037,5329,negative,0,positive,"Battery backup is good, turbo charger charges very quickly, finger print scanner is awesome.",PHONE
11044,5330,negative,1,negative,Not good,GENERAL_FEEDBACK
11045,5331,positive,1,positive,Awasam,GENERAL_FEEDBACK
11046,5332,negative,0,negative,Don't buy a product which battery dies within half a day,PHONE
11047,5333,negative,0,negative,Totally very bad quality smart phone it is..Very very very bad,GENERAL_FEEDBACK
11048,5334,positive,0,positive,Like,GENERAL_FEEDBACK
11050,5335,negative,1,negative,Battery performance is average,PHONE
11051,5335,negative,1,negative,rear flash could have been better.,PHONE
11049,5335,negative,1,positive,Good phone with this price range,GENERAL_FEEDBACK
11052,5336,negative,0,negative,it is not upto the mark . The back camera 13 MP . But no clear shot ...images are very blurred.,PHONE
11053,5337,negative,0,negative,getting hang issue,PHONE
11054,5337,negative,0,negative,auto restart so many times,PHONE
11055,5338,positive,1,positive,Very good my phone,GENERAL_FEEDBACK
11056,5339,positive,1,positive,Best mobile ever,GENERAL_FEEDBACK
11057,5340,negative,1,negative,in the box there is no headset,INFRASTRUCTURE
11058,5341,negative,0,negative,Very Poor Performance,PHONE
11060,5342,negative,0,positive,otherwise it is fine,GENERAL_FEEDBACK
11059,5342,negative,0,negative,Not able to connect hotspot to window 7 pc,PHONE
11062,5343,positive,1,positive,ultimate speed,PHONE
11061,5343,positive,1,positive,Nice phone...no complaints till now,GENERAL_FEEDBACK
11063,5344,negative,0,negative,Complaint about delivery time.,INFRASTRUCTURE
11064,5345,positive,1,positive,This phone is very good in performance.,PHONE
11065,5346,negative,0,negative,Phone quality is not good,PHONE
11066,5346,negative,0,negative,it is getting heat while Charing,PHONE
11067,5347,positive,1,positive,Good mobile,GENERAL_FEEDBACK
11068,5348,positive,1,positive,Vvvvvvvvv good,GENERAL_FEEDBACK
11069,5349,positive,1,positive,It is a fine machine.,GENERAL_FEEDBACK
11074,5350,negative,0,negative,redmi note 4 is better than this lenovo k8,GENERAL_FEEDBACK
11073,5350,negative,0,positive,built quality is excellent,PHONE
11071,5350,negative,0,positive,front camera is good,PHONE
11072,5350,negative,0,negative,back camera is average,PHONE
11070,5350,negative,0,negative,heating problem,PHONE
11075,5351,negative,0,positive,Good phone,GENERAL_FEEDBACK
11076,5351,negative,0,negative,it has heating issues,PHONE
11077,5352,negative,0,negative,Phone battery is poor,PHONE
11078,5352,negative,0,negative,Fake terbo charging,PHONE
11082,5353,negative,0,negative,Slow finger sencor,PHONE
11081,5353,negative,0,negative,all time hangs up,PHONE
11079,5353,negative,0,negative,Poor Network stability,PHONE
11080,5353,negative,0,negative,Bogus Dolby atoms,PHONE
11083,5354,negative,0,negative,Apps stop working suddenly,PHONE
11084,5354,negative,0,negative,Strucking problem with the mble,PHONE
11085,5354,negative,0,negative,Don't buy this mobile,GENERAL_FEEDBACK
11086,5355,negative,0,negative,Plz ignore buying this phone.,GENERAL_FEEDBACK
11087,5355,negative,0,negative,"having display problem, heating problem.",PHONE
11088,5355,negative,0,negative,Worst phone.,GENERAL_FEEDBACK
11089,5356,negative,0,negative,Heating issues while charging,PHONE
11091,5357,negative,0,negative,Heating Problem,PHONE
11090,5357,negative,0,negative,No Headphones,INFRASTRUCTURE
11092,5358,positive,1,positive,Great product in this segment,GENERAL_FEEDBACK
11093,5359,negative,0,negative,I want invoice for the product purchased,INFRASTRUCTURE
11094,5360,negative,0,negative,It's hitting.,PHONE
11095,5360,negative,0,negative,1 d battery.,PHONE
11096,5361,negative,0,negative,Worst gaming experience.,PHONE
11097,5361,negative,0,negative,Phone gets heat n game lags.,PHONE
11098,5362,negative,0,negative,Video player and gallery not given inbuilt.,PHONE
11099,5362,negative,0,positive,Only internal memory & 4gb ram is ok for this product.,PHONE
11100,5362,negative,0,negative,Rear double Camera not good as described.,PHONE
11101,5363,positive,1,positive,Good,GENERAL_FEEDBACK
11102,5364,positive,1,positive,Excellent 4 gb ram and 64 gb rom,PHONE
11103,5364,positive,1,positive,It has dedicated slot for sim and memory card,PHONE
11104,5364,positive,1,positive,Turbo charging is really good,PHONE
11105,5364,positive,1,negative,camera quality could be better,PHONE
11106,5364,positive,1,positive,Battery backup is really nice,PHONE
11107,5364,positive,1,positive,Performance of the phone is quite good,PHONE
11109,5365,negative,0,negative,battery drains in 1hour of usage,PHONE
11108,5365,negative,0,negative,Lot of heating issues,PHONE
11110,5365,negative,0,negative,the phone goes dead completely now and then,PHONE
11112,5366,positive,1,negative,Lone flop side is the battery.,PHONE
11111,5366,positive,1,positive,"Perfect mobile at this price, the performance is better than expected.",PHONE
11113,5367,negative,0,negative,it automatically become switched off,PHONE
11114,5367,negative,0,negative,battery become damaged,PHONE
11115,5367,negative,0,negative,Over heating problem,PHONE
11116,5367,negative,0,negative,quick chargring is not running properly,PHONE
11117,5368,positive,1,positive,Yes I am satisfied,GENERAL_FEEDBACK
11118,5369,positive,1,positive,great product,GENERAL_FEEDBACK
11121,5370,negative,0,negative,Rapid battery draining.,PHONE
11120,5370,negative,0,positive,Looks good,PHONE
11119,5370,negative,0,negative,battery performance is poor.,PHONE
11122,5371,negative,0,negative,the depth effect in camera is so poor,PHONE
11123,5371,negative,0,negative,its 3.5 mm jack is not right.,PHONE
11124,5371,negative,0,negative,the speaker quality is not upto expected,PHONE
11125,5372,negative,0,positive,phone is good,GENERAL_FEEDBACK
11126,5372,negative,0,negative,battery backup is bad,PHONE
11127,5372,negative,0,negative,i faces hanging problem to this phone,PHONE
11130,5373,negative,0,negative,hungs like snail movement while playing games,PHONE
11131,5373,negative,0,negative,still no bugs fixed,PHONE
11128,5373,negative,0,negative,Battery heating too much,PHONE
11129,5373,negative,0,negative,very low battery backup,PHONE
11132,5374,negative,0,negative,I got a bad cell phone,GENERAL_FEEDBACK
11133,5374,negative,0,negative,brightness problem and hanging problem,PHONE
11134,5374,negative,0,negative,charging very slowly,PHONE
11135,5375,negative,0,negative,It is a Worst Product,GENERAL_FEEDBACK
11136,5375,negative,0,negative,K4 Note is more better,GENERAL_FEEDBACK
11137,5375,negative,0,negative,smart answer option is not available in this model,PHONE
11138,5375,negative,0,negative,2side speaker not available,PHONE
11139,5376,negative,0,negative,ghatiya phone,GENERAL_FEEDBACK
11140,5377,positive,1,positive,Good,GENERAL_FEEDBACK
11141,5378,positive,1,positive,Very nice A grade quality smartphone at just a low price.,GENERAL_FEEDBACK
11142,5379,negative,0,positive,Rest of the features are Good.,GENERAL_FEEDBACK
11143,5379,negative,0,negative,Turbo charging is not performing well.,PHONE
11144,5379,negative,0,negative,Battery drain very fast when screen is idle.,PHONE
11145,5380,positive,1,positive,Nice,GENERAL_FEEDBACK
11146,5381,negative,0,negative,cast screen bilkul kam nhi krta h,PHONE
11147,5382,positive,1,positive,In this amount good phone,GENERAL_FEEDBACK
11148,5383,positive,1,positive,Simply I love this product.,GENERAL_FEEDBACK
11149,5383,positive,1,negative,The on screen key pad is flickering,PHONE
11152,5384,positive,1,positive,Display is good.,PHONE
11151,5384,positive,1,positive,Camera qaulity is good.,PHONE
11150,5384,positive,1,positive,Nice phone with all the new features.,GENERAL_FEEDBACK
11153,5385,negative,0,negative,very bad product,GENERAL_FEEDBACK
11154,5386,negative,0,negative,The battery quality is worst,PHONE
11155,5386,negative,0,negative,charger is not properly working,PHONE
11156,5387,negative,0,negative,my Jio sum is getting 0 signal in both the sim slots,PHONE
11157,5388,positive,1,positive,Under 14000rs best mobile in the world,GENERAL_FEEDBACK
11158,5389,positive,1,positive,Good product,GENERAL_FEEDBACK
11159,5389,positive,1,positive,quick service.,INFRASTRUCTURE
11160,5390,negative,0,negative,Battery starts draining fast after a month's time,PHONE
11161,5391,negative,0,negative,average,GENERAL_FEEDBACK
11162,5392,negative,0,negative,updated with normal application not supplied,PHONE
11163,5393,positive,0,negative,Battery performance is average.,PHONE
11164,5393,positive,0,positive,Cool mobile,GENERAL_FEEDBACK
11165,5393,positive,0,positive,Looks beautiful,PHONE
11166,5393,positive,0,positive,Amazon service is so good,INFRASTRUCTURE
11167,5394,negative,0,negative,Bad in processors,PHONE
11168,5394,negative,0,negative,Fake dual camera,PHONE
11169,5394,negative,0,negative,Slow charging,PHONE
11170,5394,negative,0,negative,Not enough space on RAM,PHONE
11171,5395,negative,1,negative,Back camera is not good..,PHONE
11172,5396,negative,0,negative,Cheap quality .,PHONE
11173,5396,negative,0,negative,Poor signal reception .,PHONE
11174,5397,positive,1,positive,grt camera,PHONE
11175,5397,positive,1,positive,Sound is good,PHONE
11176,5397,positive,1,positive,grt product,GENERAL_FEEDBACK
11177,5397,positive,1,positive,Looks classy in hands,PHONE
11178,5398,negative,0,negative,It has many issue.,GENERAL_FEEDBACK
11179,5398,negative,0,negative,It's not a ratable even satisfactory.,GENERAL_FEEDBACK
11180,5398,negative,0,negative,It's not a good mobile.,GENERAL_FEEDBACK
11184,5399,positive,0,positive,i really enjoying this phone,GENERAL_FEEDBACK
11183,5399,positive,0,positive,good bettery performance,PHONE
11181,5399,positive,0,positive,best things that special tray for SD card,PHONE
11182,5399,positive,0,negative,Camara wants some inprovement,PHONE
11185,5400,negative,0,negative,I did not ga any ear phones,INFRASTRUCTURE
11186,5400,negative,0,negative,phone is heating in short time,PHONE
11187,5401,positive,1,positive,Excellent n slim phone,PHONE
11188,5402,positive,0,positive,good,GENERAL_FEEDBACK
11189,5403,positive,1,positive,Good product,GENERAL_FEEDBACK
11190,5404,positive,1,positive,Good,GENERAL_FEEDBACK
11192,5405,positive,1,positive,got it 11k an 1200 cashback,INFRASTRUCTURE
11191,5405,positive,1,positive,very good product worthy,GENERAL_FEEDBACK
11193,5406,positive,1,positive,Superb mobile,GENERAL_FEEDBACK
11194,5407,negative,0,negative,Ulta hai,GENERAL_FEEDBACK
11195,5408,negative,0,negative,this phone comes with lots of probleam,GENERAL_FEEDBACK
11196,5408,negative,0,negative,secondary camera are not work in depth mode,PHONE
11197,5408,negative,0,negative,i am not satisfied of this phone,GENERAL_FEEDBACK
11198,5409,negative,0,negative,PHOTOS ARE ALSO NOT UPTO THE MARK..,PHONE
11199,5409,negative,0,negative,MAJOR PROBLEM IS PHONE CHARGING....EVERY 12 HOURS IT REQUIRED CHARGING,PHONE
11200,5410,positive,0,positive,Normal,GENERAL_FEEDBACK
11203,5411,negative,0,negative,its waste of money first then waste of time approaching them.,INFRASTRUCTURE
11201,5411,negative,0,negative,it had issue of restarting again and again while in usage,PHONE
11202,5411,negative,0,negative,still the mobile is in service center,INFRASTRUCTURE
11204,5412,negative,0,negative,still using Mediatek thoug it makes a lot of issues,PHONE
11205,5412,negative,0,negative,I decided not to buy Mediatek empowered mobiles,PHONE
11206,5413,positive,1,positive,Excellent mobile I love it,GENERAL_FEEDBACK
11208,5414,negative,0,negative,Not value for money.,GENERAL_FEEDBACK
11207,5414,negative,0,negative,Overheating everytime.,PHONE
11209,5415,positive,1,positive,Mobile phone is excellent to use,GENERAL_FEEDBACK
11210,5416,negative,0,negative,Heating problem,PHONE
11211,5417,negative,0,positive,Product is good,GENERAL_FEEDBACK
11212,5417,negative,0,negative,didn't receive headset in box.,INFRASTRUCTURE
11213,5418,positive,1,positive,"Its very good product , Im too happy to have this product",GENERAL_FEEDBACK
11214,5419,negative,0,negative,Camera disappointed me a lot.,PHONE
11215,5420,negative,0,negative,Dull camera,PHONE
11216,5421,positive,1,positive,Super,GENERAL_FEEDBACK
11220,5422,negative,0,negative,Very awful phone,GENERAL_FEEDBACK
11219,5422,negative,0,negative,very slow charging,PHONE
11217,5422,negative,0,negative,It also gets lag often.,PHONE
11218,5422,negative,0,negative,the battery drains very very quick,PHONE
11221,5423,negative,0,negative,It is getting very heat up when you are using,PHONE
11222,5424,negative,0,negative,ye phone mat Lene kyoki bahut heating hota hai,PHONE
11223,5425,positive,1,positive,Product was good.,GENERAL_FEEDBACK
11227,5426,negative,1,positive,Solid metal body is good.,PHONE
11224,5426,negative,1,negative,Warms quickly.,PHONE
11225,5426,negative,1,negative,Camera quality is not good enough.,PHONE
11226,5426,negative,1,positive,Nice processor.,PHONE
11230,5427,negative,0,negative,contacts are not getting saved,PHONE
11231,5427,negative,0,negative,this is one worst product from lenovo,GENERAL_FEEDBACK
11228,5427,negative,0,negative,Disgusting phone,GENERAL_FEEDBACK
11229,5427,negative,0,negative,"Many features are missing like screen cast, ultimate saver mode, scheduled start and stop",PHONE
11232,5428,negative,1,negative,camera performance low,PHONE
11233,5428,negative,1,positive,Lovely phone,GENERAL_FEEDBACK
11234,5429,negative,1,negative,only one draw back heating problem.,PHONE
11235,5429,negative,1,positive,Mobile is amazing,GENERAL_FEEDBACK
11236,5430,positive,1,positive,Good phone,GENERAL_FEEDBACK
11237,5431,positive,1,positive,super moblie,GENERAL_FEEDBACK
11238,5432,positive,1,positive,Very nice product,GENERAL_FEEDBACK
11239,5433,negative,0,negative,Worst battery backup,PHONE
11242,5434,negative,0,negative,slow battery charging,PHONE
11241,5434,negative,0,negative,facing heating issues,PHONE
11240,5434,negative,0,positive,overall it's good,GENERAL_FEEDBACK
11243,5435,negative,1,negative,Runs very hot.,PHONE
11244,5435,negative,1,positive,Else is fine,GENERAL_FEEDBACK
11249,5436,negative,0,negative,network problem is also their.,PHONE
11245,5436,negative,0,negative,Cameras quality is average,PHONE
11246,5436,negative,0,negative,notification light bug is their,PHONE
11247,5436,negative,0,negative,need backlight in bottons.,PHONE
11248,5436,negative,0,negative,heavy heating on out doors,PHONE
11252,5437,negative,1,negative,battery backup is not as expected,PHONE
11250,5437,negative,1,positive,Some what good,GENERAL_FEEDBACK
11251,5437,negative,1,negative,camera must improve,PHONE
11253,5438,negative,0,negative,Camera is not so good,PHONE
